Trade ID,Structure Score,Positioning Score,regime_score,microstructure_score,Interaction Score,setup_score,Tier
TRD-71,4.0,3.0,8.0,3.0,3.25,IGNORE
TRD-71,4.0,3.0,8.0,3.0,3.7499796549479165,IGNORE
TRD-71,4.0,3.0,8.0,3.0,3.409537166900421,IGNORE
TRD-71,4.0,3.0,8.0,3.0,5.125,IGNORE
TRD-71,4.0,3.0,8.0,3.0,4.692321235738767,IGNORE
TRD-71,4.0,3.0,8.0,3.0,5.281357289997711,IGNORE
TRD-71,4.0,3.0,8.0,3.0,5.571475281192781,MINIMUM
TRD-71,4.0,8.0,8.0,3.0,6.375030517578125,MINIMUM
TRD-71,4.0,3.0,8.0,3.0,3.374969482421875,IGNORE
TRD-71,4.0,3.0,8.0,3.0,4.596009389671362,IGNORE
TRD-71,4.0,8.0,8.0,3.0,5.38894540522211,IGNORE
TRD-71,4.0,8.0,8.0,3.0,5.11105459477789,IGNORE
TRD-71,4.0,8.0,8.0,3.0,5.718738078889144,MINIMUM
TRD-71,4.0,8.0,8.0,3.0,4.2085240565557935,IGNORE
TRD-71,4.0,3.0,8.0,3.0,3.6964207864678698,IGNORE
TRD-71,4.0,3.0,8.0,3.0,4.375030517578125,IGNORE
TRD-71,4.0,8.0,8.0,3.0,6.0999755859375,MINIMUM
TRD-71,4.0,8.0,8.0,3.0,5.25,IGNORE
TRD-71,4.0,3.0,8.0,3.0,3.875047684443427,IGNORE
TRD-71,4.0,8.0,8.0,3.0,6.166748046875,MINIMUM
TRD-71,4.0,3.0,8.0,3.0,4.78849765258216,IGNORE
TRD-71,4.0,8.0,8.0,3.0,6.291709053916582,MINIMUM
TRD-71,4.0,8.0,8.0,3.0,4.735262439865011,IGNORE
TRD-71,4.0,8.0,8.0,3.0,5.999918619791666,MINIMUM
TRD-71,4.0,3.0,8.0,3.0,3.83824585337833,IGNORE
TRD-71,4.0,8.0,8.0,3.0,6.5,STRONG
TRD-71,4.0,3.0,8.0,3.0,4.4999413117986755,IGNORE
TRD-71,4.0,3.0,8.0,3.0,3.25,IGNORE
TRD-71,4.0,3.0,8.0,3.0,5.33320618451836,IGNORE
TRD-71,4.0,3.0,8.0,3.0,4.0001220703125,IGNORE
TRD-71,4.0,3.0,8.0,3.0,5.75,MINIMUM
TRD-71,4.0,3.0,8.0,3.0,4.4039906103286395,IGNORE
TRD-71,4.0,3.0,8.0,3.0,3.25,IGNORE
TRD-71,4.0,3.0,8.0,3.0,5.75,MINIMUM
TRD-71,4.0,3.0,8.0,3.0,4.777806035944389,IGNORE
TRD-71,4.0,3.0,8.0,3.0,4.499809247672822,IGNORE
TRD-71,4.0,3.0,8.0,3.0,4.5,IGNORE
TRD-71,4.0,8.0,8.0,3.0,5.999918619791666,MINIMUM
